0	195	195	195
1	196	196	196
2	196	196	196
3	196	196	196
4	197	197	197
5	197	197	197
6	197	197	197
7	197	197	197
8	198	198	198
9	198	198	198
10	198	198	198
11	198	198	198
12	199	199	199
13	199	199	199
14	199	199	199
15	199	199	199
16	200	200	200
17	200	200	200
18	200	200	200
19	200	201	200
20	200	201	201
21	201	201	201
22	201	201	201
23	201	202	201
24	201	202	201
25	202	202	202
26	202	202	202
27	202	202	202
28	202	203	202
29	203	203	202
30	203	203	203
31	203	203	203
32	203	204	203
33	204	204	204
34	204	204	204
35	204	204	204
36	204	205	204
37	205	205	205
38	205	205	205
39	205	205	205
40	205	206	205
41	206	206	205
42	206	206	206
43	206	206	206
44	206	206	206
45	207	207	206
46	207	207	207
47	207	207	207
48	207	207	207
49	207	208	207
50	208	208	207
51	208	208	208
52	208	208	208
53	208	208	208
54	209	209	208
55	209	209	208
56	209	209	209
57	209	209	209
58	209	210	209
59	210	210	209
60	210	210	209
61	210	210	210
62	210	210	210
63	211	211	210
64	211	211	211
65	211	211	211
66	211	212	211
67	212	212	211
68	212	212	212
69	212	212	212
70	212	212	212
71	213	213	212
72	213	213	212
73	213	213	213
74	213	213	213
75	214	214	213
76	214	214	213
77	214	214	213
78	214	214	214
79	214	215	214
80	215	215	214
81	215	215	214
82	215	215	215
83	215	215	215
84	216	216	215
85	216	216	215
86	216	216	216
87	216	216	216
88	217	217	216
89	217	217	216
90	217	217	217
91	217	217	217
92	217	217	217
93	218	218	217
94	218	218	217
95	218	218	218
96	218	218	218
97	219	218	218
98	219	219	218
99	219	219	219
100	219	219	219
101	220	219	219
102	220	219	219
103	220	220	220
104	220	220	220
105	220	220	220
106	221	220	220
107	221	220	221
108	221	221	221
109	221	221	221
110	222	221	221
111	222	221	221
112	222	221	222
113	222	222	222
114	223	222	222
115	223	222	222
116	223	222	223
117	223	223	223
118	223	223	223
119	224	223	223
120	224	223	224
121	224	223	224
122	224	224	224
123	224	224	224
124	225	224	224
125	225	224	225
126	225	225	225
127	225	225	225
128	226	225	226
129	226	226	226
130	226	226	226
131	226	226	226
132	227	226	226
133	227	226	227
134	227	227	227
135	227	227	227
136	227	227	227
137	228	227	228
138	228	228	228
139	228	228	228
140	228	228	228
141	229	228	228
142	229	228	229
143	229	229	229
144	229	229	229
145	229	229	229
146	230	229	229
147	230	230	230
148	230	230	230
149	230	230	230
150	230	230	230
151	231	230	231
152	231	231	231
153	231	231	231
154	231	231	231
155	231	231	231
156	232	232	232
157	232	232	232
158	232	232	232
159	232	232	232
160	233	232	233
161	233	233	233
162	233	233	233
163	233	233	233
164	234	233	233
165	234	233	234
166	234	234	234
167	234	234	234
168	234	234	234
169	235	234	234
170	235	235	235
171	235	235	235
172	235	235	235
173	236	235	235
174	236	236	235
175	236	236	236
176	236	236	236
177	236	236	236
178	237	236	236
179	237	237	237
180	237	237	237
181	237	237	237
182	238	237	237
183	238	237	237
184	238	238	238
185	238	238	238
186	239	238	238
187	239	238	238
188	239	239	238
189	239	239	239
190	239	239	239
191	240	239	239
192	240	240	240
193	240	240	240
194	240	240	240
195	241	240	240
196	241	240	240
197	241	241	241
198	241	241	241
199	242	241	241
200	242	241	241
201	242	242	242
202	242	242	242
203	243	242	242
204	243	242	242
205	243	243	243
206	243	243	243
207	244	243	243
208	244	243	243
209	244	244	244
210	244	244	244
211	244	244	244
212	245	244	244
213	245	244	244
214	245	245	245
215	245	245	245
216	245	245	245
217	246	245	245
218	246	246	246
219	246	246	246
220	246	246	246
221	246	246	246
222	247	247	246
223	247	247	247
224	247	247	247
225	247	247	247
226	248	248	247
227	248	248	248
228	248	248	248
229	248	248	248
230	249	248	248
231	249	249	249
232	249	249	249
233	249	249	249
234	249	249	249
235	250	249	250
236	250	250	250
237	250	250	250
238	250	250	250
239	251	250	250
240	251	251	251
241	251	251	251
242	251	251	251
243	252	251	252
244	252	251	252
245	252	252	252
246	252	252	252
247	253	252	252
248	253	252	253
249	253	253	253
250	253	253	253
251	253	253	253
252	254	254	254
253	254	254	254
254	254	254	254
255	255	255	255
